id_solicitante,edad,sexo,ciudad,region,estrato,nivel_educativo,estado_civil,num_dependientes,tipo_empleo,antiguedad_laboral_meses,ingreso_mensual,gastos_fijos_mensuales,score_buro,num_creditos_anteriores,num_creditos_mora,dias_mora_max,monto_solicitado,plazo_meses,relacion_cuota_ingreso,tiene_codeudor,tiene_garantia,credito_aprobado
FC-01281,25,F,Bogotá,interior,5,bachillerato,casado,0,empleado_formal,1,6178000,2235025,687,1,1,180,8000000,24,0.07,0,0,1
FC-01282,67,M,Bogotá,interior,2,posgrado,union_libre,2,empleado_formal,25,1723676,1148740,551,3,2,180,10000000,12,0.5554,0,0,0
FC-01283,36,F,Barranquilla,costa_norte,3,bachillerato,casado,3,pensionado,22,3237818,1929073,366,0,0,0,2000000,18,0.0419,0,0,0
FC-01284,70,F,Medellín,interior,4,tecnico,union_libre,1,pensionado,9,4837401,2227427,559,2,1,30,2000000,18,0.0281,0,0,1
FC-01285,54,F,Bogotá,interior,1,posgrado,soltero,1,pensionado,3,939660,604329,393,3,0,0,2000000,6,0.3825,0,1,0
FC-01286,52,M,Cali,costa_norte,2,bachillerato,union_libre,0,independiente,8,1581645,831465,467,1,0,0,8000000,12,0.4842,0,0,0
FC-01287,26,F,Bogotá,interior,2,tecnico,union_libre,1,desempleado,0,469757,350496,423,6,1,30,1000000,18,0.1445,0,0,0
FC-01288,67,F,Ibagué,interior,3,bachillerato,soltero,2,independiente,4,1807129,791758,456,5,1,30,3000000,24,0.0898,0,1,0
FC-01289,35,F,Bogotá,interior,3,bachillerato,union_libre,2,informal,50,3638850,2162257,568,3,0,0,1000000,60,0.0083,0,0,1
FC-01290,18,F,Bucaramanga,interior,1,tecnico,divorciado,2,empleado_formal,5,1092989,757219,437,2,0,0,8000000,18,0.4968,1,1,0
FC-01291,26,F,Cali,costa_norte,2,bachillerato,soltero,2,informal,51,1515353,1029538,552,1,0,0,5000000,12,0.3159,0,0,0
FC-01292,55,F,Manizales,interior,3,posgrado,casado,1,empleado_formal,13,2533491,1226174,606,0,0,0,2000000,36,0.032,0,1,1
FC-01293,51,F,Bogotá,interior,2,tecnico,casado,1,empleado_formal,58,2191417,838674,575,1,0,0,1000000,18,0.031,1,0,1
FC-01294,63,M,Medellín,interior,3,universitario,casado,1,informal,4,1819139,985278,499,1,0,0,1000000,18,0.0373,0,1,0
FC-01295,44,M,Medellín,interior,2,universitario,union_libre,1,empleado_formal,6,1443753,834416,445,3,0,0,5000000,24,0.1873,0,0,0
FC-01296,33,M,Cartagena,costa_norte,2,bachillerato,soltero,4,informal,52,1665038,954134,429,0,0,0,5000000,18,0.2038,1,0,0
FC-01297,53,M,Pereira,interior,3,tecnico,union_libre,4,informal,14,2005814,1050119,433,1,1,30,500000,24,0.0135,1,0,0
FC-01298,57,M,Bogotá,interior,3,bachillerato,soltero,2,empleado_formal,1,1989286,1271624,404,0,0,0,8000000,24,0.2175,0,1,0
FC-01299,39,M,Barranquilla,costa_norte,1,universitario,divorciado,0,empleado_formal,27,1294302,747063,412,2,0,0,1000000,6,0.1389,1,0,0
FC-01300,37,M,Ibagué,interior,6,tecnico,soltero,1,independiente,22,12768966,4756771,636,3,0,0,1000000,24,0.0042,0,0,1
FC-01301,64,F,Manizales,interior,1,bachillerato,union_libre,1,empleado_formal,12,1913749,1416025,486,4,0,0,5000000,12,0.2501,0,0,0
FC-01302,66,M,Cartagena,costa_norte,3,universitario,casado,1,independiente,17,2376179,1696576,470,0,0,0,1000000,24,0.0228,1,0,0
FC-01303,28,F,Medellín,interior,1,bachillerato,soltero,1,empleado_formal,4,898624,494041,350,3,0,0,2000000,36,0.0901,1,1,0
FC-01304,69,M,Bogotá,interior,2,tecnico,soltero,2,informal,6,1843862,922359,426,0,0,0,1000000,18,0.0368,0,0,0
FC-01305,48,M,Pereira,interior,4,universitario,union_libre,2,informal,9,4028724,2349973,557,0,0,0,5000000,6,0.2231,0,0,1
FC-01306,32,M,Cúcuta,costa_norte,5,tecnico,union_libre,1,pensionado,48,5116813,1821535,531,2,0,0,3000000,12,0.0561,0,0,1
FC-01307,55,M,Pereira,interior,1,universitario,casado,0,empleado_formal,120,696413,294497,429,5,0,0,5000000,18,0.4874,0,0,0
FC-01308,28,F,Bucaramanga,interior,3,universitario,union_libre,1,empleado_formal,9,2300871,1714444,487,0,0,0,1000000,6,0.0781,0,0,0
FC-01309,60,F,Medellín,interior,3,bachillerato,union_libre,2,empleado_formal,44,2911776,1439681,572,5,1,90,2000000,12,0.0658,0,0,0
FC-01310,58,F,Medellín,interior,3,primaria,casado,0,empleado_formal,8,1136453,529171,476,5,1,30,1000000,24,0.0476,0,1,0
FC-01311,38,F,Barranquilla,costa_norte,3,posgrado,union_libre,4,empleado_formal,94,3106976,1685465,583,4,0,0,5000000,48,0.0546,1,0,1
FC-01312,56,M,Medellín,interior,5,tecnico,casado,3,desempleado,0,508998,201555,514,2,0,0,1000000,12,0.1881,1,0,0
FC-01313,47,M,Bogotá,interior,3,primaria,union_libre,0,desempleado,0,665069,267051,526,5,0,0,3000000,12,0.4318,0,0,0
FC-01314,19,F,Manizales,interior,2,primaria,divorciado,4,empleado_formal,29,1868083,727777,395,3,1,90,500000,36,0.0108,0,1,0
FC-01315,47,F,Bogotá,interior,4,posgrado,soltero,0,desempleado,0,377710,156866,613,1,0,0,2000000,18,0.3594,0,1,0
FC-01316,40,M,Cali,costa_norte,3,universitario,soltero,0,informal,13,3590420,1680750,484,2,0,0,1000000,36,0.0113,1,0,0
FC-01317,34,F,Cali,costa_norte,2,tecnico,soltero,0,empleado_formal,5,1360224,763868,594,2,0,0,1000000,12,0.0704,0,0,1
FC-01318,26,F,Barranquilla,costa_norte,3,tecnico,soltero,2,empleado_formal,59,2335048,1588275,446,3,0,0,1000000,18,0.0291,0,1,0
FC-01319,59,F,Bogotá,interior,3,tecnico,casado,4,independiente,7,1937528,1200978,419,3,2,120,10000000,60,0.1558,1,1,0
FC-01320,62,M,Cúcuta,costa_norte,2,universitario,union_libre,3,independiente,38,1540708,1049031,494,3,0,0,1000000,6,0.1167,1,0,0
FC-01321,36,M,Cali,costa_norte,2,bachillerato,union_libre,0,empleado_formal,1,1589609,1058182,587,6,0,0,2000000,12,0.1204,0,1,1
FC-01322,43,F,Bucaramanga,interior,4,universitario,casado,2,empleado_formal,20,4637738,2007906,416,3,1,30,3000000,18,0.0439,0,1,0
FC-01323,46,F,Medellín,interior,2,bachillerato,union_libre,3,empleado_formal,35,2004782,919915,517,4,0,0,2000000,24,0.0539,1,0,1
FC-01324,19,F,Barranquilla,costa_norte,1,tecnico,divorciado,1,empleado_formal,36,1405034,741595,361,0,0,0,2000000,18,0.0966,0,0,0
FC-01325,62,F,Cartagena,costa_norte,2,posgrado,casado,0,informal,74,2153435,800471,356,0,0,0,5000000,18,0.1576,0,0,0
FC-01326,50,F,Medellín,interior,4,bachillerato,divorciado,4,desempleado,0,574222,302827,607,0,0,0,3000000,12,0.5001,1,1,0
FC-01327,54,F,Medellín,interior,3,universitario,union_libre,3,empleado_formal,42,2849959,1425109,630,0,0,0,5000000,18,0.1191,0,1,1
FC-01328,24,F,Bucaramanga,interior,5,tecnico,soltero,2,informal,43,8583459,4920955,569,2,0,0,3000000,24,0.0189,1,0,1
FC-01329,24,M,Medellín,interior,5,tecnico,soltero,3,independiente,8,6834838,5071160,533,6,1,90,5000000,24,0.0396,0,0,1
FC-01330,34,M,Pereira,interior,3,tecnico,soltero,4,independiente,5,3134540,1962759,597,0,0,0,1000000,18,0.0217,0,0,1
FC-01331,54,M,Medellín,interior,3,primaria,soltero,4,independiente,48,2469881,1209389,594,0,0,0,2000000,24,0.0438,0,0,1
FC-01332,40,F,Medellín,interior,4,tecnico,soltero,2,independiente,5,6752521,3768708,609,0,0,0,5000000,12,0.0709,0,0,1
FC-01333,18,M,Bogotá,interior,2,posgrado,soltero,1,empleado_formal,1,1347853,978060,453,1,0,0,2000000,48,0.0504,0,0,0
FC-01334,67,M,Medellín,interior,3,bachillerato,union_libre,2,empleado_formal,26,2410138,1245362,564,0,0,0,3000000,24,0.0673,1,0,1
FC-01335,61,M,Medellín,interior,1,primaria,soltero,0,empleado_formal,8,1183366,825627,400,0,0,0,3000000,24,0.1371,1,1,0
FC-01336,33,F,Pereira,interior,3,posgrado,divorciado,0,pensionado,22,3433052,2033014,598,4,0,0,1000000,60,0.0088,0,0,1
FC-01337,21,M,Cali,costa_norte,2,universitario,casado,1,independiente,6,1852159,953455,530,3,1,30,500000,12,0.0258,0,0,0
FC-01338,25,M,Cali,costa_norte,4,tecnico,soltero,1,pensionado,18,4023532,2685878,468,5,1,60,2000000,12,0.0476,0,1,0
FC-01339,20,F,Medellín,interior,4,universitario,divorciado,3,desempleado,0,643309,242760,355,4,0,0,3000000,12,0.4464,0,0,0
FC-01340,30,F,Bogotá,interior,3,bachillerato,soltero,2,independiente,15,1207604,434102,520,2,0,0,2000000,24,0.0896,0,0,0
FC-01341,38,M,Medellín,interior,1,universitario,union_libre,2,pensionado,29,663337,279776,410,6,0,0,2000000,24,0.163,0,0,0
FC-01342,68,M,Pereira,interior,1,universitario,casado,1,empleado_formal,34,1380563,915961,400,2,0,0,500000,36,0.0147,1,0,0
FC-01343,64,M,Cali,costa_norte,3,tecnico,divorciado,1,independiente,24,2921972,1529279,467,3,3,360,2000000,24,0.037,1,1,0
FC-01344,46,M,Cali,costa_norte,3,posgrado,union_libre,0,desempleado,0,384975,193823,527,2,1,60,2000000,36,0.2104,0,0,0
FC-01345,27,F,Cali,costa_norte,1,posgrado,casado,5,empleado_formal,8,1051048,376008,600,3,0,0,3000000,12,0.2732,1,0,1
FC-01346,70,M,Bogotá,interior,2,primaria,soltero,5,informal,8,1269242,576872,538,3,2,180,2000000,36,0.0638,0,1,0
FC-01347,56,F,Bucaramanga,interior,5,universitario,casado,5,independiente,32,6791638,4331708,767,3,3,120,8000000,48,0.04,0,0,1
FC-01348,31,M,Bogotá,interior,2,primaria,casado,3,informal,14,600000,248122,510,2,0,0,5000000,18,0.5657,1,0,0
FC-01349,40,F,Cali,costa_norte,2,posgrado,union_libre,4,independiente,1,1371893,839563,383,1,1,180,2000000,24,0.0788,0,0,0
FC-01350,60,M,Bogotá,interior,3,primaria,casado,3,independiente,58,2444763,1033636,506,1,0,0,5000000,36,0.0828,0,0,1
FC-01351,70,F,Medellín,interior,6,bachillerato,casado,1,informal,127,12172302,5224993,838,2,1,60,3000000,6,0.0443,0,0,1
FC-01352,53,M,Cali,costa_norte,5,universitario,casado,4,desempleado,0,663240,364360,625,0,0,0,1000000,6,0.271,0,0,0
FC-01353,52,F,Cali,costa_norte,3,tecnico,soltero,3,informal,106,3514225,2361613,466,2,0,0,2000000,18,0.0386,0,1,0
FC-01354,43,M,Medellín,interior,3,primaria,union_libre,2,empleado_formal,18,2163047,1127358,454,2,0,0,2000000,24,0.05,0,1,0
FC-01355,44,F,Barranquilla,costa_norte,3,universitario,soltero,2,independiente,81,1842162,1060819,479,3,0,0,8000000,24,0.2348,0,0,0
FC-01356,39,F,Bucaramanga,interior,3,universitario,soltero,1,independiente,11,1844223,1363472,601,4,0,0,1000000,12,0.0519,0,0,1
FC-01357,37,F,Pereira,interior,1,posgrado,soltero,4,informal,12,600000,279695,543,4,0,0,1000000,18,0.1131,0,0,0
FC-01358,40,M,Pereira,interior,2,tecnico,union_libre,1,independiente,62,1484037,771130,411,0,0,0,10000000,48,0.2287,0,1,0
FC-01359,50,M,Cali,costa_norte,1,bachillerato,soltero,1,pensionado,62,1109893,612980,503,3,0,0,5000000,48,0.1529,1,0,0
FC-01360,35,M,Ibagué,interior,1,tecnico,union_libre,2,desempleado,0,462260,328577,531,0,0,0,500000,18,0.0734,0,0,0
FC-01361,38,M,Cartagena,costa_norte,4,tecnico,union_libre,2,empleado_formal,48,6261755,2732887,615,3,0,0,1000000,18,0.0108,0,1,1
FC-01362,52,F,Cartagena,costa_norte,3,tecnico,soltero,1,desempleado,0,361543,169130,556,0,0,0,500000,36,0.056,0,1,0
FC-01363,32,M,Cartagena,costa_norte,2,bachillerato,union_libre,2,informal,11,2241374,848729,473,3,0,0,5000000,18,0.1514,1,0,0
FC-01364,70,M,Barranquilla,costa_norte,3,tecnico,soltero,0,independiente,21,2622817,1229790,605,6,1,30,1000000,48,0.0129,1,1,1
FC-01365,49,M,Bogotá,interior,5,universitario,soltero,0,independiente,60,9944289,4550556,524,1,1,30,5000000,48,0.0171,0,0,1
FC-01366,52,F,Medellín,interior,3,tecnico,casado,1,independiente,6,3522661,2027822,521,4,0,0,500000,12,0.0136,1,1,1
FC-01367,28,F,Bogotá,interior,4,tecnico,soltero,0,empleado_formal,24,2854906,1852403,585,2,2,60,3000000,24,0.0568,1,0,0
FC-01368,21,F,Bucaramanga,interior,4,bachillerato,union_libre,4,desempleado,0,346449,184794,432,4,1,30,2000000,24,0.3122,0,0,0
FC-01369,58,F,Cali,costa_norte,3,universitario,soltero,0,independiente,30,2694232,1107381,558,2,1,60,2000000,36,0.0301,0,0,0
FC-01370,24,M,Bogotá,interior,2,bachillerato,soltero,3,empleado_formal,83,2480701,963831,385,3,0,0,2000000,12,0.0772,0,0,0
FC-01371,71,M,Medellín,interior,2,tecnico,soltero,2,informal,2,1106474,798826,526,4,0,0,3000000,24,0.1466,0,0,0
FC-01372,62,M,Barranquilla,costa_norte,3,universitario,casado,1,independiente,25,2724325,1673543,491,1,0,0,3000000,6,0.1979,0,0,0
FC-01373,24,M,Medellín,interior,5,bachillerato,divorciado,2,empleado_formal,12,3845570,2180107,595,0,0,0,2000000,36,0.0211,0,0,1
FC-01374,24,M,Bogotá,interior,6,posgrado,casado,4,independiente,46,14253097,9455870,684,0,0,0,3000000,24,0.0114,1,1,1
FC-01375,24,M,Medellín,interior,3,tecnico,soltero,1,empleado_formal,56,2812595,1165988,580,2,1,30,10000000,24,0.1923,0,0,0
FC-01376,68,M,Bogotá,interior,4,primaria,casado,2,independiente,13,3997264,1465630,453,4,0,0,3000000,18,0.0509,0,0,0
FC-01377,30,F,Medellín,interior,4,universitario,soltero,0,empleado_formal,22,5535729,2222204,455,0,0,0,3000000,12,0.0519,0,0,1
FC-01378,33,M,Medellín,interior,1,primaria,union_libre,0,informal,1,1131328,581449,623,0,0,0,2000000,48,0.06,0,0,1
FC-01379,59,F,Manizales,interior,3,primaria,soltero,0,empleado_formal,97,2622829,1555786,573,0,0,0,1000000,36,0.0154,1,0,1
FC-01380,69,M,Bogotá,interior,3,bachillerato,casado,2,empleado_formal,34,947300,482114,537,4,0,0,2000000,24,0.1142,0,0,0
FC-01381,52,F,Pereira,interior,2,tecnico,casado,3,independiente,50,1977977,739719,524,1,0,0,1000000,12,0.0484,1,1,0
FC-01382,25,M,Bucaramanga,interior,3,universitario,casado,2,pensionado,24,2707384,968322,545,4,0,0,1000000,24,0.02,0,1,1
FC-01383,28,F,Medellín,interior,2,universitario,union_libre,1,empleado_formal,4,1415414,836405,380,0,0,0,500000,24,0.0191,0,0,0
FC-01384,38,M,Bogotá,interior,2,universitario,casado,3,informal,35,1720043,739530,502,1,1,90,1000000,24,0.0314,1,0,0
FC-01385,31,M,Barranquilla,costa_norte,3,bachillerato,divorciado,2,empleado_formal,11,1981162,721423,428,3,0,0,2000000,12,0.0966,1,1,0
FC-01386,30,M,Medellín,interior,5,universitario,union_libre,2,independiente,23,9681027,5357507,746,3,1,30,2000000,24,0.0112,1,1,1
FC-01387,70,F,Medellín,interior,1,tecnico,soltero,0,empleado_formal,8,757879,477923,350,0,0,0,10000000,18,0.8957,0,0,0
FC-01388,55,M,Bucaramanga,interior,3,universitario,soltero,2,pensionado,48,2640888,1872655,659,2,1,120,1000000,48,0.0129,0,0,0
FC-01389,61,F,Cali,costa_norte,4,primaria,soltero,3,independiente,47,3758969,2560353,620,2,1,60,3000000,48,0.0271,0,0,0
FC-01390,39,M,Pereira,interior,2,bachillerato,soltero,0,empleado_formal,53,1388460,494459,507,2,0,0,5000000,36,0.1459,1,0,0
FC-01391,58,F,Bogotá,interior,4,universitario,union_libre,0,independiente,3,4466685,2678540,644,3,0,0,3000000,18,0.0456,0,0,1
FC-01392,47,F,Manizales,interior,2,universitario,casado,0,pensionado,10,1119530,617725,490,2,0,0,1000000,36,0.0362,1,0,0
FC-01393,39,F,Ibagué,interior,2,universitario,soltero,1,empleado_formal,56,1404453,1045303,473,1,0,0,5000000,12,0.3408,0,0,0
FC-01394,48,F,Cali,costa_norte,4,bachillerato,soltero,0,desempleado,0,660847,341303,355,0,0,0,3000000,24,0.2455,0,0,0
FC-01395,25,F,Bogotá,interior,4,tecnico,casado,2,empleado_formal,20,4920051,2847033,557,1,0,0,3000000,36,0.0247,0,0,1
FC-01396,58,F,Bucaramanga,interior,1,universitario,casado,0,independiente,4,600000,343137,567,1,0,0,2000000,48,0.1131,0,1,0
FC-01397,31,M,Barranquilla,costa_norte,1,bachillerato,soltero,2,empleado_formal,18,600000,215893,350,2,1,60,1000000,36,0.0675,1,0,0
FC-01398,21,F,Bucaramanga,interior,3,universitario,union_libre,2,informal,58,1952880,960126,698,3,0,0,5000000,12,0.2451,1,0,1
FC-01399,27,M,Bogotá,interior,1,universitario,casado,4,independiente,22,1260971,940683,421,0,0,0,5000000,12,0.3796,0,0,0
FC-01400,38,M,Bogotá,interior,3,universitario,divorciado,2,informal,47,2841903,1110286,628,0,0,0,500000,48,0.006,0,0,1
FC-01401,22,M,Pereira,interior,4,universitario,union_libre,3,empleado_formal,39,5910188,3416433,595,4,0,0,1000000,12,0.0162,0,0,1
FC-01402,33,M,Bucaramanga,interior,3,universitario,union_libre,1,empleado_formal,61,3003577,1155977,511,2,0,0,500000,24,0.009,0,0,1
FC-01403,62,M,Medellín,interior,1,bachillerato,casado,1,empleado_formal,47,1173980,739936,391,0,0,0,8000000,24,0.3685,0,0,0
FC-01404,31,M,Barranquilla,costa_norte,3,universitario,soltero,2,independiente,31,1770151,1179293,643,1,1,180,1000000,12,0.0541,0,1,0
FC-01405,23,M,Cartagena,costa_norte,3,universitario,soltero,1,empleado_formal,25,1707402,720485,468,3,1,180,8000000,48,0.159,1,0,0
FC-01406,68,F,Cali,costa_norte,2,bachillerato,soltero,3,empleado_formal,9,1865769,1118471,439,1,1,120,500000,36,0.0109,1,1,0
FC-01407,31,M,Bogotá,interior,2,tecnico,soltero,4,independiente,128,1726689,608972,597,5,3,60,1000000,12,0.0554,0,0,0
FC-01408,18,M,Bucaramanga,interior,3,universitario,casado,3,empleado_formal,18,1801145,759936,584,3,0,0,3000000,18,0.1131,0,0,0
FC-01409,49,F,Medellín,interior,2,universitario,casado,0,empleado_formal,50,1077261,593907,685,3,1,120,1000000,12,0.0889,0,0,1
FC-01410,64,F,Cali,costa_norte,1,tecnico,soltero,1,independiente,1,1372173,977892,350,2,1,120,10000000,18,0.4947,0,0,0
FC-01411,45,F,Ibagué,interior,2,tecnico,soltero,0,empleado_formal,68,2630820,1014985,521,6,0,0,2000000,48,0.0258,0,0,1
FC-01412,44,M,Pereira,interior,2,bachillerato,casado,2,independiente,12,2581076,1183453,382,4,0,0,500000,24,0.0105,0,0,0
FC-01413,24,M,Medellín,interior,2,posgrado,casado,0,informal,8,2171063,798417,491,1,0,0,8000000,24,0.1993,0,0,0
FC-01414,33,M,Medellín,interior,3,bachillerato,union_libre,2,empleado_formal,6,2729223,1326088,350,0,0,0,2000000,12,0.0701,0,0,0
FC-01415,65,F,Manizales,interior,3,bachillerato,union_libre,1,empleado_formal,69,3028825,1856759,604,1,1,30,3000000,24,0.0536,0,0,0
FC-01416,39,F,Medellín,interior,4,universitario,casado,2,pensionado,20,7484912,2929771,602,0,0,0,2000000,24,0.0144,1,1,1
FC-01417,66,F,Cúcuta,costa_norte,4,tecnico,casado,4,informal,62,3363980,2229380,463,1,1,120,3000000,12,0.0854,1,0,0
FC-01418,50,F,Cúcuta,costa_norte,1,bachillerato,union_libre,5,independiente,11,696306,310199,479,4,3,30,2000000,12,0.275,0,0,0
FC-01419,39,M,Bogotá,interior,5,tecnico,soltero,0,independiente,6,9296603,6435488,537,2,0,0,3000000,24,0.0175,0,0,1
FC-01420,62,M,Cali,costa_norte,3,universitario,soltero,3,independiente,16,2098573,1364696,522,2,0,0,8000000,60,0.115,0,1,0
FC-01421,21,M,Medellín,interior,3,tecnico,casado,0,pensionado,47,3894858,2677641,563,1,1,60,3000000,12,0.0737,0,0,0
FC-01422,51,M,Bucaramanga,interior,3,posgrado,casado,0,empleado_formal,16,3056860,1173065,530,2,1,30,2000000,24,0.0354,0,1,1
FC-01423,43,M,Medellín,interior,2,bachillerato,casado,1,empleado_formal,28,1704066,770101,516,3,0,0,1000000,48,0.0199,0,0,0
FC-01424,45,M,Medellín,interior,1,universitario,casado,1,empleado_formal,32,871679,384416,528,4,0,0,3000000,12,0.3295,0,0,0
FC-01425,46,M,Bogotá,interior,2,tecnico,union_libre,3,desempleado,0,406438,301064,463,3,2,60,2000000,24,0.2661,0,0,0
FC-01426,56,M,Barranquilla,costa_norte,1,tecnico,divorciado,1,informal,1,1231888,845938,426,0,0,0,3000000,48,0.0827,0,0,0
FC-01427,19,M,Cali,costa_norte,3,bachillerato,soltero,4,independiente,30,2229800,806377,512,2,2,180,3000000,36,0.0545,1,0,0
FC-01428,67,M,Bogotá,interior,3,bachillerato,union_libre,0,empleado_formal,5,2496523,1511392,472,0,0,0,5000000,18,0.136,1,0,0
FC-01429,70,F,Bogotá,interior,2,universitario,soltero,4,informal,74,1049916,673123,368,2,2,60,500000,36,0.0193,0,0,0
FC-01430,19,M,Bogotá,interior,3,primaria,union_libre,1,informal,1,2639141,1241352,474,0,0,0,10000000,48,0.1286,0,0,0
FC-01431,23,F,Medellín,interior,2,posgrado,casado,3,empleado_formal,10,2027715,1072346,490,4,0,0,2000000,12,0.0944,1,0,1
FC-01432,44,F,Medellín,interior,2,primaria,soltero,0,empleado_formal,39,2152319,987699,419,0,0,0,1000000,12,0.0445,0,0,0
FC-01433,56,M,Barranquilla,costa_norte,3,universitario,union_libre,0,empleado_formal,10,1751351,902419,525,2,0,0,500000,18,0.0194,1,0,1
FC-01434,27,F,Bogotá,interior,1,bachillerato,casado,3,independiente,44,1267127,828685,350,1,0,0,3000000,48,0.0804,0,0,0
FC-01435,64,F,Medellín,interior,4,tecnico,casado,1,empleado_formal,82,7777191,3309745,601,4,3,120,3000000,60,0.0116,1,0,0
FC-01436,18,F,Bucaramanga,interior,3,tecnico,soltero,0,empleado_formal,5,4008858,2529847,491,3,2,60,2000000,12,0.0478,0,1,0
FC-01437,68,F,Medellín,interior,3,posgrado,union_libre,1,independiente,12,2263902,1362006,479,3,1,90,5000000,12,0.2114,0,0,0
FC-01438,65,M,Barranquilla,costa_norte,4,universitario,union_libre,4,empleado_formal,60,4967331,2730796,443,1,1,30,3000000,48,0.0205,1,0,0
FC-01439,55,M,Bogotá,interior,6,posgrado,soltero,2,desempleado,0,600988,281399,580,2,1,90,5000000,12,0.7964,1,1,0
FC-01440,49,F,Barranquilla,costa_norte,3,primaria,soltero,2,empleado_formal,21,1929794,1123137,477,5,1,30,3000000,24,0.0841,1,0,0
FC-01441,51,M,Bogotá,interior,3,bachillerato,casado,3,pensionado,111,3047573,2256445,541,0,0,0,3000000,6,0.1769,0,0,1
FC-01442,33,F,Bogotá,interior,4,bachillerato,soltero,1,independiente,20,3395290,1711657,450,1,0,0,1000000,36,0.0119,0,0,0
FC-01443,53,F,Medellín,interior,2,bachillerato,soltero,4,empleado_formal,51,1424514,590908,422,3,1,60,3000000,24,0.1139,1,1,0
FC-01444,22,F,Barranquilla,costa_norte,1,tecnico,casado,2,empleado_formal,28,1544411,541286,467,2,0,0,8000000,24,0.2801,0,0,0
FC-01445,24,F,Barranquilla,costa_norte,3,bachillerato,casado,3,informal,19,2486659,1168049,467,6,1,90,3000000,6,0.2168,0,0,0
FC-01446,20,F,Cali,costa_norte,1,universitario,casado,0,independiente,58,1182347,604751,350,2,2,90,15000000,24,0.686,0,0,0
FC-01447,46,F,Manizales,interior,5,universitario,casado,2,empleado_formal,65,6850209,4421780,557,2,1,60,3000000,18,0.0297,1,0,1
FC-01448,31,F,Bogotá,interior,3,tecnico,union_libre,0,independiente,61,1979642,1350903,578,4,1,60,1000000,48,0.0171,0,0,0
FC-01449,26,M,Medellín,interior,2,tecnico,union_libre,4,empleado_formal,32,1715543,1091312,417,3,0,0,3000000,18,0.1187,0,0,0
FC-01450,51,M,Bucaramanga,interior,3,posgrado,union_libre,4,independiente,45,2932019,1832361,507,3,1,30,5000000,36,0.0691,1,0,0
FC-01451,51,F,Bogotá,interior,3,universitario,soltero,1,informal,12,2755004,1522052,697,1,0,0,3000000,24,0.0589,1,0,1
FC-01452,60,M,Bogotá,interior,3,bachillerato,soltero,4,informal,3,2603546,1539032,378,0,0,0,8000000,36,0.1245,0,0,0
FC-01453,51,F,Cúcuta,costa_norte,1,primaria,soltero,1,informal,27,818831,598886,516,1,1,120,2000000,36,0.0989,0,0,0
FC-01454,54,F,Medellín,interior,6,tecnico,union_libre,0,informal,17,12884923,8920061,727,2,0,0,8000000,60,0.0187,0,1,1
FC-01455,44,M,Cúcuta,costa_norte,3,primaria,soltero,1,independiente,36,2813332,1381660,595,6,1,180,1000000,6,0.0639,0,0,0
FC-01456,48,M,Medellín,interior,2,bachillerato,casado,0,informal,1,771705,321390,405,6,0,0,2000000,6,0.4658,1,1,0
FC-01457,42,M,Medellín,interior,2,bachillerato,union_libre,0,empleado_formal,131,1705247,1199205,670,0,0,0,2000000,36,0.0475,1,0,1
FC-01458,48,M,Bucaramanga,interior,2,tecnico,casado,2,independiente,35,1811398,1280373,566,2,0,0,5000000,24,0.1493,0,1,1
FC-01459,42,M,Bogotá,interior,2,tecnico,soltero,0,desempleado,0,462714,261556,387,0,0,0,3000000,18,0.4401,1,0,0
FC-01460,49,M,Pereira,interior,2,primaria,union_libre,2,independiente,1,1580791,891433,474,0,0,0,500000,36,0.0128,0,1,0
FC-01461,54,F,Cúcuta,costa_norte,6,bachillerato,soltero,2,independiente,9,13653391,6708809,719,0,0,0,15000000,24,0.0594,0,1,1
FC-01462,35,F,Bogotá,interior,1,tecnico,union_libre,0,empleado_formal,70,600000,420816,506,0,0,0,5000000,36,0.3375,0,0,0
FC-01463,27,M,Cartagena,costa_norte,2,universitario,casado,2,empleado_formal,30,1853010,888419,618,5,0,0,3000000,24,0.0875,0,0,1
FC-01464,24,M,Cartagena,costa_norte,2,primaria,soltero,0,empleado_formal,32,1274573,948354,498,2,0,0,3000000,18,0.1598,1,0,0
FC-01465,68,M,Ibagué,interior,5,tecnico,soltero,1,empleado_formal,1,3791449,1762844,506,0,0,0,5000000,12,0.1262,0,0,1
FC-01466,39,F,Bogotá,interior,4,tecnico,union_libre,0,desempleado,0,668587,239009,526,1,1,30,1000000,36,0.0606,0,1,0
FC-01467,35,M,Medellín,interior,2,universitario,casado,2,independiente,64,1795061,1213253,458,4,1,360,3000000,6,0.3004,1,0,0
FC-01468,36,M,Bogotá,interior,3,tecnico,union_libre,3,independiente,153,2213458,834888,623,3,0,0,5000000,6,0.406,0,0,0
FC-01469,62,F,Medellín,interior,3,tecnico,union_libre,1,independiente,5,3071922,1967362,599,0,0,0,5000000,48,0.0552,0,1,0
FC-01470,65,F,Pereira,interior,4,universitario,soltero,1,empleado_formal,27,5134676,3281991,603,1,1,60,2000000,12,0.0373,1,0,1
FC-01471,61,M,Cali,costa_norte,3,universitario,soltero,0,independiente,9,1899802,1367061,588,0,0,0,15000000,60,0.2383,0,0,1
FC-01472,57,F,Bucaramanga,interior,3,bachillerato,divorciado,4,empleado_formal,41,2592004,1148074,439,2,0,0,5000000,18,0.1309,0,0,0
